Cleaned_Tokens
"['way', 'young', 'thu', 'need', 'disclose', 'causing', 'cancer']"
"['death', 'rate', 'chemotherapy', 'google', 'friend', 'died', 'heart', 'attack', 'cardio', 'toxicity', 'chemo']"
"['pomegranate', 'kill', 'cancer', 'cell', 'kiwi', 'fruit', 'great', 'garlic', 'good', 'fish', 'oil', 'great', 'also']"
"['start', 'process', 'never', 'seen', 'port', 'thank', 'sharing']"
"['belive', 'jesus', 'medicine']"
"['itzzz', 'shee', 'good']"
"['ugh', 'breast', 'cancer', 'would', 'sack', 'cancer', 'waiting', 'happen', 'cut', 'altogether', 'prophylactic', 'measure', 'scared', 'surgery', 'would', 'get', 'insurance', 'cover', 'claiming', 'non', 'binary', 'trans', 'identity', 'disgustingly', 'fat', 'skinny', 'body', 'anyway']"
"['hospice', 'industry', 'year', 'people', 'live', 'longer', 'chemo', 'unless', 'cancer', 'vital', 'organ', 'heart', 'lung', 'brain', 'chemo', 'cause', 'mets']"
"['may', 'recover', 'fast']"
"['stop', 'cancer', 'track', 'stop', 'eating', 'sugar', 'drink', 'hot', 'water', 'fresh', 'squeezed', 'lemon', 'juice', 'month']"
"['eat', 'apricot', 'seed', 'cure', 'cancer']"
"['ela', 'faleceu']"
"['may', 'god', 'bless', 'cancer', 'thank', 'god', 'bad', 'never', 'chemo', 'radiation', 'kind', 'stuff', 'may', 'god', 'bless', 'brave', 'person', 'get', 'lot', 'love', 'hope', 'god', 'get', 'young', 'world', 'cruel', 'like', 'everything', 'poison', 'soil', 'water', 'even', 'imagine', 'really', 'god', 'bless', '100', 'time']"
"['went', 'chemo', 'radiation', 'breast', 'cancer', 'supposed', 'infusion', 'sick', 'could', 'supposed', 'week', 'chemo', 'allergic', 'drug', 'also', 'radiation', 'treatment']"
"['ask', 'jesus', 'forgive', 'sin', 'heal']"
"['praying', 'healing', 'first', 'time', 'channel', 'god', 'husband']"
"['hope', 'feeling', 'good']"
"['tesò', 'fatto', 'flebo', 'trattamenti', 'radio', 'tutto', 'nel', '2017', 'per', 'anni', 'ormone', 'terapia', 'sono', 'trascorsi', 'ben', 'anni', 'adesso', 'nuovamente', 'ciclo', 'sto', 'bene', 'aver', 'sofferto', 'non', 'dimentica', 'bisogna', 'avere', 'tanto', 'coraggio', 'fede', 'sono', 'sposata', 'abbiamo', 'una', 'figlia', 'anni', 'viva', 'vita']"
"['wife', 'cancer', 'port', 'became', 'expert', 'feeding', 'cleaning', 'port', 'botched', 'gallbladder', 'surgery', 'took', 'year', 'passed', 'miss', 'today', 'passed', 'video', 'popped', 'feed', 'look', 'like', 'came', 'back', 'month', 'hospital', 'time', 'taking', 'care', 'feeding', 'port', 'pray', 'husband', 'wife', 'passed', 'year', 'ago', 'woman', 'ever', 'love', 'hospital', 'visit', 'time', 'kind', 'hard', 'would', 'gladly', 'spend', 'hospital', 'visit', 'matter', 'long', 'boring', 'presence', 'beautiful', 'wife', 'god', 'bless']"
"['cancer', 'devil', 'disease', 'cure']"
"['caraaaa', 'stella']"
"['never', 'someone', 'accompany', 'treatment', 'would', 'nice']"
"['update', 'delia', 'still', 'praying']"
"['wonder', 'much', 'injection', 'chemo', 'cost', 'sad', 'imagine', 'merica', 'dam', 'greedy', 'healthcare', 'system', 'truly', 'heart', 'breaking']"
"['love', 'support', 'young', 'sarah', 'mcwilliams']"
"['thank', 'much', 'sharing', 'story', 'undergo', 'chemo', 'radiation', 'hodgkin', 'lymphoma', 'seeing', 'undergoing', 'chemo', 'session', 'informative', 'help', 'take', 'away', 'fear', 'unknown', 'hope', 'well', 'continue', 'strong']"
"['update', 'health', 'hope', 'shes', 'well']"
"['although', 'survived', 'chemo', 'radiation', 'almost', 'year', 'ago', 'aged', 'radiation', 'induced', 'cardiac', 'problem', 'well', 'gonad', 'failure', 'really', 'getting', 'tired']"
"['critical', 'moment', 'try', 'ask', 'help', 'allah', 'alone']"
"['life', 'short', 'test', 'plss', 'die', 'none', 'muslim', 'everything', 'leaving', 'god', 'allah', 'never', 'leaving', 'love', 'love', 'prophet', 'adem', 'noah', 'ibraham', 'sulomon', 'gautam', 'krisna', 'moses', 'jesus', 'muhammad', '124', '000', 'prophet', 'messenger', 'muslim']"
"['medication', 'stem', 'cell', 'transplant', 'year', 'ago', 'feel', 'normal', 'keep', 'fighting']"
"['thank', 'much', 'sharing', 'story', 'mean', 'much', 'people', 'diagnosed', 'scared', 'unknown', 'know', 'easy', 'fun', 'strength', 'give', 'everyone', 'much', 'hope']"
"['alot', 'braver']"
"['beautiful', 'getting', 'chemo']"
"['look', 'pretty', 'disease']"
"['brother', 'diagnosed', 'rare', 'cancer', 'last', 'week', '27years', 'old', 'fibrolamellar', 'rare', 'cancer', 'kid', 'youth', 'adult', 'exposed', 'get', 'understand', 'whyyy', 'brother', 'healthy', 'stage', 'advance', 'family', 'life', 'change', 'second', 'pray', 'god', 'every', 'single', 'day', 'lord', 'jesus', 'pls', 'lord', 'help', 'brother', 'young', 'doctor', 'know', 'nothing', 'cancer', 'anyone', 'know', 'specialist', 'rare', 'cancer', 'pls', 'let', 'know', 'asking', 'player', 'brother', 'david']"
"['get', 'well', 'soon', 'saying', 'prayer']"
"['yesterday', 'hospital', 'exactly', 'port', 'exactly', 'chemo']"
['tchandana']
"['prayer', 'sister']"
"['thank', 'video', 'get', 'well', 'soon']"
"['gute', 'besserung', 'welchen', 'krebs', 'hatten', 'sie']"
"['sister', 'dead', 'previous', 'year', 'breast', 'cancer', 'fully', 'broke', 'life']"
"['http', 'www', 'youtube', 'com', 'watch', 'toz41utt']"
"['girlfriend', 'suffering', 'cancer']"
"['god', 'bless', 'young', 'pray', 'fast', 'recovery']"
"['may', 'god', 'heal']"
"['unfortunately', 'treatment', 'personal', 'alone', 'experience', 'plus', 'percent', 'treatment', 'since', '2014', 'strange', 'wife', 'actually']"
"['brave', 'soul', 'great', 'aid', 'kill', 'cancer', 'cell', 'would', 'cyanide', 'molecule', 'found', 'apricot', 'seed', 'derivitives', 'amygdala', 'pill', 'laetrile', 'serum', 'derived', 'apricot', 'seed', 'cyanide', 'break', 'free', 'three', 'molecule', 'attached', 'presence', 'cancer', 'cell', 'otherwise', 'four', 'molecule', 'group', 'pass', 'harmlessly', 'body', 'phillip', 'bissell', 'book', 'alive', 'well', 'show', '300', 'patient', 'success', 'excerpt', 'found', 'internet', 'god', 'bless']"
"['stay', 'strong', 'tough', 'god', 'bless']"
"['steroid', 'appetite', 'die', 'allergic', 'reaction', 'allergic', 'reaction']"
"['red', 'devil', 'doxyrubsin', 'nasty', 'customer', 'strongest', 'toxic', 'around']"
"['diagnosed', 'uterine', 'cervical', 'cancer', 'power', 'port', 'put', 'last', 'week', '1st', 'chemo', 'treatment', 'tomorrow', 'june', '30th', 'lucky', 'somebody', 'family', 'talk', 'friend', 'going', 'alone', 'mom', 'would', 'lost', '2016', 'august', '1st', 'last', 'chemo', 'treatment', 'august', '11th', 'scan', 'tumor', 'shrunk', 'surgery', 'hysterectomy', 'another', 'round', 'chemo', 'every', 'week', 'month', 'total', 'chemo', 'idk', 'stay', 'positive', 'scared', 'crapless', 'know', 'expect', 'suffer', 'high', 'anxiety', 'already', 'getting', 'heartburn', 'eating', 'tum', 'like', 'candy', 'pray', 'fully', 'recover', 'thankfully', 'mine', 'caught', 'early', 'due', 'pelvic', 'exam', 'lady', 'please', 'forget', 'could', 'save', 'life', 'like', 'mine', 'going', 'lose', 'hair', 'tho', 'waist', 'length', 'bald', 'birthday', 'crap', 'hey', 'least', 'grow', 'back', 'lucky', 'survive']"
"['strong', 'drug', 'pray']"
"['chemotherapy', 'kill', 'faster']"
"['god', 'bless', 'beautiful', 'lady']"
"['wonderful', 'opportunity', 'ask', 'private', 'room', 'chemo', 'stage', 'blood', 'cancer', 'immune', 'system', 'totally', 'depleted', 'neutrophil', 'granulocyte', 'low', 'leukocyte', 'chemo', 'treatment', 'yet', 'chemo', 'infusion', 'texas', 'oncology', 'clinic', 'one', 'wear', 'mask', 'expected', 'sit', 'general', 'waiting', 'room', 'crammed', 'full', 'people', 'wear', 'mask', 'crammed', 'smaller', 'infusion', 'room', 'sitting', 'elbow', 'elbow', 'people', 'getting', 'fluid', 'iron', 'infusion', 'one', 'wearing', 'mask', 'including', 'oncology', 'nurse', 'rest', 'staff', 'totally', 'mind', 'boggling', 'time', 'feel', 'unprotected', 'unsafe', 'oncology', 'clinic', 'cancer', 'treatment']"
"['round', 'extreme', 'chemo', 'last', 'year', 'year', 'chemo', 'help', 'targeted', 'therapy', 'infusion', 'every', 'week', 'till', 'end']"
"['nikola', 'tesla', 'right', 'http', 'youtu', 'mbl9ps6gmda']"
['cancer']
"['soo', 'proud']"
"['feel', 'pain']"
"['quick', 'note', 'yuck', 'taste', 'saline', 'flush', 'australia', 'use', 'pre', 'drawn', 'syrinx', 'saline', 'often', 'see', 'american', 'canadian', 'video', 'draw', 'saline', 'ampoule', 'seems', 'plastic', 'leech', 'saline', 'much', 'asked', 'heap', 'patient', 'said', 'strange', 'taste', 'subtle', 'theory', 'pre', 'drawn', 'saline', 'absorbs', 'little', 'bit', 'stuff', 'syringe', 'plastic', 'give', 'adult', 'taste']"
"['different', 'process', 'work', 'australia', 'essential', 'part', 'sending', 'lot', 'love', 'good', 'energy', 'rest', 'journey']"
"['right', 'nothing', 'nasty', 'tasting', 'chemical', 'tasting', 'saline', 'taste', 'never', 'forget', 'also', 'fortunate', 'ability', 'request', 'room', 'infusion', 'clinic', 'chair', 'slammed', 'close', 'together', 'elbow', 'elbow', 'top', 'texas', 'one', 'belief', 'wearing', 'mask', 'even', 'oncology', 'clinic', 'cancer', 'patient', 'cancer', 'patient', 'guest', 'required', 'wear', 'mask', 'either']"
"['god', 'please', 'help', 'girl', 'jesus', 'name', 'amen']"
"['spero', 'sei', 'guarita']"
"['wish', 'could', 'afford', 'anderson', 'die', 'wishing']"
"['chemo', 'toxic', 'poison']"
"['seek', 'experience', 'healing', 'grace', 'jesus', 'hun']"
"['look', 'laetrile', 'mebendazole', 'ivermectin', 'heard', 'lot', 'people', 'beating', 'cancer', 'medicine']"
"['hello', 'health', 'wish', 'speedy', 'recovery', 'drug', 'available', 'state', 'treatment', 'cancer', 'chemotherapy', 'treatment', 'chemotherapy', 'heard', 'immunotherapy', 'treatment', 'hospital', 'provide', 'treatment', 'also', 'age', 'play', 'important', 'factor']"
"['health', 'wish', 'speedy', 'recovery']"
"['fuk', 'fuk', 'fuk', 'cancer']"
"['found', 'cancer', 'feed', 'sugar']"
"['found', 'cancer', 'chemo', 'going', 'home', 'jesus']"
"['dad', 'went', 'first', 'chemo', 'infusion', 'adriamycin', 'cytoxan', 'bad', 'effect', 'afterwards', 'rest', 'treatment', 'switched', 'taxol', 'middle', 'chemo', 'treatment', 'sister', 'went', 'first', 'one', 'went', 'back', 'time', 'treatment', 'moffitt', 'tampa', 'blood', 'draw', 'doctor', 'visit', 'infusion', 'later', 'day', 'went', 'hard', 'rock', 'casino', 'played', 'around', 'month', 'chemo', 'lumpectomy', 'radiation', 'treatment', 'dancing', 'ned', 'full', 'year', 'stage', 'triple', 'negative', 'diagnosed', 'actually', 'moffitt', 'today', 'survivorship', 'visit', 'hang', 'lady']"
"['chemo', 'leaf', 'toxic', 'waste', 'body', 'please', 'drink', 'lot', 'kangen', 'water', 'detox']"
"['guanabana', '1000', 'time', 'better', 'chemo', 'chemo', 'success', 'rate', 'complete', 'scam']"
"['may', 'god', 'bless', 'sweetie', 'praying', 'amen']"
"['hope', 'well']"
"['wish', 'better', 'health']"
"['red', 'lady', 'death', '2003', 'hodgkin', 'unfortunately', 'getting', 'via', 'line', 'arm', 'got', 'picc', 'hickman', 'hope', 'cured']"
"['jesus', 'christ', 'love']"
"['best', 'thing', 'drink']"
"['never', 'appointment', 'doctor', 'life', 'believe', 'diet', 'reason', 'every', 'health', 'issue', 'eat', 'food', 'come', 'directly', 'nature', 'without', 'human', 'interference', 'like', 'wild', 'berry', 'fruit', 'root', 'meat', 'wild', 'animal', 'etc', 'hope', 'live', 'upto', 'die', 'natural', 'death', 'never', 'visit', 'doctor', 'health', 'issue', 'take', 'natural', 'medicinal', 'herb', 'etc', 'proven', 'effective', 'far', 'passed', 'ancestor', 'promised', 'never', 'hospital', 'bed', 'autopsy', 'die', 'want', 'body', 'polluted', 'artificial', 'human', 'medication', 'surgery', 'come', 'nature', 'return', 'natural', 'mean']"
"['absolute', 'warrior']"
"['god', 'bless']"
['light']
"['please', 'research', 'high', 'dose', 'intravenous', 'vitamin', 'turkey', 'tail', 'mushroom', 'soursop', 'tea', 'well', 'wish', 'ted', 'stamet', 'thomas', 'levy']"
"['know', 'alkaline', 'diet', 'basische', 'ernährung', 'alkaline', 'diet', 'alkalino', 'food', 'basische', 'ernährung', 'sorry', 'bad', 'destiny', 'even', 'good', 'looking', 'woman', 'happen', 'alkaline', 'diet', 'basische', 'ernährung', 'opinion', 'good', 'health', 'school', 'medicin', 'bad', 'say', 'proof', 'alkaline', 'food', 'helpful']"
"['starting', 'journey', 'scared', 'core', 'inspiration', 'girl', 'got']"
"['omg', 'beautiful', 'brave', 'strong', 'pray']"
"['praying', 'healing', 'everyone', 'try', 'cannabis', 'oil', 'thc', 'cancer', 'worm', 'medicine', 'pig', 'dog', 'kill', 'cancer', 'amen']"
"['girl', 'remember', 'red', 'devil', 'chemo', 'horrible', 'cry', 'sit', 'toilet', 'nausea', 'horrible', 'fatigue', 'survivor', 'stage', 'like', 'breast', 'cancer', 'estrogen', 'positive', 'year', 'survivor']"
"['abbraccio', 'grande']"
['survive']
"['husband', '5th', 'round', 'chemo', 'prostrate', 'cancer', 'hard', 'watch', 'know', 'gonna', 'come', 'know']"
"['glad', 'meet', 'folarin', 'saved', 'brother', 'life', 'god', 'bless', 'brother', 'free', 'cancer', 'permanent', 'treatment', 'thank', 'folarin']"
"['glad', 'meet', 'folarin', 'saved', 'brother', 'life', 'god', 'bless', 'brother', 'free', 'cancer', 'permanent', 'treatment', 'thank', 'folarin']"
"['glad', 'meet', 'folarin', 'saved', 'brother', 'life', 'god', 'bless', 'brother', 'free', 'cancer', 'permanent', 'treatment', 'thank', 'folarin']"
"['suffering', 'cancer', 'meet', 'folarin', 'helped', 'right', 'treatment', 'living', 'good', 'life']"
"['suffering', 'cancer', 'meet', 'folarin', 'helped', 'right', 'treatment', 'living', 'good', 'life']"
"['suffering', 'cancer', 'meet', 'folarin', 'helped', 'right', 'treatment', 'living', 'good', 'life']"
"['mit', 'chemotherapie', 'werden', 'jedes', 'jahr', 'tausende', 'menschen', 'umgebracht', 'ersten', 'weltkrieg', 'hieß', 'senfgas', 'tausende', 'menschen', 'umgebracht', 'worden', 'bei', 'der', 'chemotherapie', 'rollt', 'der', 'rubel', 'für', 'die', 'schulmediziner', 'wie', 'können', 'gifte', 'die', 'einen', 'gesunden', 'menschen', 'krank', 'machen', 'einen', 'kranken', 'menschen', 'gesund', 'machen', 'völlig', 'unlogisch', 'schulmedizin', 'hat', 'mit', 'logik', 'nichts', 'tun', 'die', 'meisten', 'krebspatienten', 'sterben', 'nicht', 'krebs', 'sondern', 'der', 'behandlung', 'nur', 'die', 'klassische', 'naturheilkunde', 'kann', 'krebspatienten', 'heilen']"
"['господи', 'что', 'происходит', 'почему', 'болеют', 'такие', 'молодые']"
"['black', 'seed', 'oil', 'schulze', 'superfood', 'plus']"
"['prayer', 'healing']"
"['pray', 'lord', 'healed', 'jesus', 'name', 'thank', 'almighty', 'god', 'amen']"
"['pretty', 'strong', 'really', 'brave']"
"['friend', 'cancer', 'free', 'year', 'test', 'negative', 'recurrence', 'cancer', 'yet', 'called', 'clinic', 'infusion', 'month', 'month', 'year', 'year', 'whyyyy', 'grandpa', 'cancer', '1940s', 'chemo', 'lived', 'cancer', 'free', 'another', 'year', 'husband', 'cancer', '1976', 'chemo', 'radiation', 'cancer', 'free', 'alive', 'day', 'year', 'later', 'detect', 'scam', 'going']"
"['kindly', 'read', 'joe', 'dispenza', 'buk', 'going', 'pray', 'tonight', 'okay']"
"['one', 'care', 'cancer', 'cancer', 'fake', 'even', 'real', 'stop', 'posting']"
"['lol', 'first', 'time', 'see', 'chemo', 'med', 'injected', 'syringe', 'usually', 'done', 'machine', 'regulates', 'dosage', 'even', 'mechanical', 'regulator']"
"['wow', 'amazingly', 'brave', 'work', 'pharma', 'helping', 'deliver', 'cancer', 'medicine', 'like', 'patient', 'amazing', 'seeing', 'thank', 'sharing', 'experience']"
"['people', 'like', 'norm', 'mcdonald', 'even', 'tell', 'closest', 'friend', 'cancer', 'people', 'like', 'put', 'whole', 'life', 'internet', 'obviously', 'gain', 'sympathy', 'share', 'thing', 'like', 'online', 'keep', 'private']"
"['praying', 'cancer', 'free', '2023']"
"['get', 'well', 'soon', 'praying']"
"['declare', 'mouth', 'jesus', 'lord', 'believe', 'heart', 'god', 'raised', 'dead', 'saved', 'heart', 'believe', 'justified', 'mouth', 'profess', 'faith', 'saved', 'roman', 'christ', 'sacrificed', 'take', 'away', 'sin', 'many', 'appear', 'second', 'time', 'bear', 'sin', 'bring', 'salvation', 'waiting', 'hebrew', 'dear', 'god', 'heaven', 'come', 'name', 'jesus', 'acknowledge', 'sinner', 'sorry', 'sin', 'life', 'lived', 'need', 'forgiveness', 'believe', 'begotten', 'jesus', 'christ', 'shed', 'precious', 'blood', 'cross', 'calvary', 'died', 'sin', 'willing', 'turn', 'sin', 'said', 'holy', 'word', 'roman', 'confess', 'lord', 'god', 'believe', 'heart', 'god', 'raised', 'jesus', 'dead', 'shall', 'saved', 'right', 'confess', 'jesus', 'lord', 'soul', 'heart', 'believe', 'god', 'raised', 'jesus', 'dead', 'moment', 'accept', 'jesus', 'christ', 'personal', 'savior', 'according', 'word', 'right', 'saved', 'thank', 'jesus', 'unlimited', 'grace', 'saved', 'sin', 'thank', 'jesus', 'grace', 'never', 'lead', 'license', 'rather', 'always', 'lead', 'repentance', 'therefore', 'lord', 'jesus', 'transform', 'life', 'may', 'bring', 'glory', 'honor', 'alone', 'thank', 'jesus', 'dying', 'giving', 'eternal', 'life', 'amen']"
"['solution', 'enough', 'true', 'story', 'people', 'various', 'form', 'cancer', 'healed']"
"['chemo', 'pure', 'poison', 'make', 'sicker', 'people', 'stupid']"
"['praying', 'beat', 'cancer', 'pretty', 'girl']"
"['good', 'luck']"
"['totally', 'get', 'stage', 'lung', 'cancer', 'brain', 'mets', 'currently', 'chemo']"
"['something', 'wrong', 'got', 'chemical', 'food', 'air']"
"['infusion', 'next', 'week', 'tuesday', 'video', 'interesting', 'keeping', 'emotional']"
"['god', 'bless', 'family', 'never', 'got', 'chance', 'start', 'mine', 'unfortunately', 'way', 'late', 'continue', 'pray', 'family']"
"['beautiful', 'strong', 'courageous']"
"['bow', 'recently', 'found', 'strong', 'herb', 'heal', 'cancer', 'completely', 'human', 'body', 'without', 'surgery', 'cured', 'many', 'people', 'south', 'africa', 'beyond', 'strange', 'herb', 'victim', 'cancer', 'terrible', 'experience', 'anymore']"
"['see', 'cancer', 'thérapy']"
"['jak', 'ludzie', 'mogą', 'się', 'tak', 'truć', 'wstrzykując', 'sobie', 'broń', 'biologiczna', 'która', 'tak', 'niczego', 'dobrego', 'nie', 'zrobi', 'wrecz', 'odwrotnie', 'wyniszcza', 'cały', 'organizm', 'narządy', 'niszczy', 'zdrowe', 'komórki', 'mutujac', 'chemizacja', 'nie', 'zabija', 'najgorszego', 'zła', 'jakim', 'jest', 'komórka', 'macierzysta', 'nawet', 'jej', 'nie', 'powącha']"
"['thought', 'chemotherapy', 'hand', 'saw']"
"['beautiful', 'lady']"
"['girl', 'stage', 'throat', 'cancer', 'year', 'ago', 'love', 'love', 'good', 'hope', 'well']"
"['god', 'bless']"
"['admire', 'courage', 'thank', 'sharing', 'recently', 'diagnosed', 'unusual', 'non', 'hodgkin', 'lymphoma', 'come', 'across', 'anyone', 'else', 'whose', 'one', 'memorial', 'sloan', 'kettering', 'data', 'base', 'faith', 'hope', 'humor', 'help', 'fight', 'awful', 'disease', 'stay', 'strong', 'beautiful', 'lady']"
"['stage', 'cervix', 'cervical', 'cancer', 'spread', 'lymph', 'node', 'two', 'lung', 'windmill', 'get', 'dear', 'god', 'bless']"
"['giving', 'thanks', 'ogoh', 'something', 'always', 'take', 'personal', 'brought', 'back', 'full', 'health', 'year', 'surfing', 'cancer', 'disease']"
"['best', 'wish', 'pakistan', 'get', 'well', 'soooon']"
"['needle', 'painful', 'radiotherapy', 'chemo', 'hope', 'technology', 'improves', 'cause', 'patient', 'pain', 'side', 'effect']"
"['thank', 'drohanon', 'helping', 'get', 'rid', 'cancer', 'disease']"
"['going', 'chemo', 'right', 'breast', 'cancer', 'fun', 'got', 'first', 'last', 'week', 'still', 'feeling', 'effect', 'weakness', 'tiredness', 'mouth', 'sore', 'stomach', 'cramp', 'hair', 'fallen', 'yet', 'next', 'treatment']"
"['hurt', 'bad', 'look', 'brother', 'went', 'thing', 'going', 'even', 'know', 'cancer', 'late', 'stage', 'cancer', 'went', 'doctor', 'said', 'breathe', 'went', 'doctor', 'thought', 'pneumonia', 'test', 'found', 'cancer', 'stage', 'tried', 'treatment', 'radiation', 'laser', 'therapy', 'none', 'work', 'late', 'died', 'july', 'year', '2022', 'hate', 'bad', 'never', 'thought', 'would', 'happen', 'family', 'fought', 'way', 'end', 'lost', 'never', 'forgotten', 'love', 'big', 'bro']"
"['sănătate', 'scumpo']"
"['texas', 'usa', 'thank', 'ohanon', 'good', 'work', 'girlfriend', 'suffering', 'cancer', 'disease', 'year', 'met', 'wonderful', 'man', 'youtube', 'cancer', 'free']"
"['got', 'married', 'month', 'ago', 'pregnant', 'twin', '12weeks', 'found', 'got', 'aggressive', 'cancer', 'going', 'chemo', 'like', 'every', 'pain', 'feel', 'still', 'believe', 'make', 'cry', 'least', 'day', 'feel', 'nobody', 'tell', 'chemo', 'change', 'whole', 'personality', 'time', 'scary', 'sad']"
"['might', 'chemo', 'soon', 'may', 'ask', 'chemo', 'feel', 'throw', 'right', 'away']"
"['praying', 'seeing', 'first', 'time', 'may', 'jehovah', 'god', 'bless', 'comfort', 'eliminate', 'pain', 'proclaiming', 'full', 'complete', 'healing', 'god', 'bless', 'family']"
"['take', 'care', 'always', 'god', 'bless']"
"['kid', 'sad', 'think', 'cancer', 'patient', 'feel', 'suffer', 'life', 'painful', 'journey', 'emotional', 'physical']"
"['wear', 'wig', 'see', 'cooking', 'scalp', 'used', 'treatment']"
"['take', 'supplement', 'chemotherapy', 'makeing', 'people', 'get', 'cancer', 'choice', 'decision', 'pray', 'name', 'jesus', 'get', 'strong', 'mighty', 'name', 'jesus']"
"['year', 'old', 'going', 'weekly', 'possibly', 'week', 'thank', 'god', 'least', 'working', 'hard', 'standing']"
"['even', 'young', 'facing', 'chemo', 'suffering', 'imagine', 'mom', 'age', 'several', 'chemo', 'break', 'heart', 'see', 'dying', 'away', 'rejecting', 'chemo', 'session', 'consoled', 'depressed', 'accept', 'death', 'peace', 'body', 'may', 'break', 'spirit', 'eternal']"
"['voglio', 'bene']"
"['million', 'view', 'average', 'view', 'per', 'video', 'lol']"
"['got', 'girl', 'strong']"
"['young', 'lady', 'brave', 'sending', 'hug', 'kiss']"
"['technoblade', 'never']"
"['happy', 'thanksgiving', 'praying', 'sending', 'love', 'prayer']"
"['type', 'cristina', 'sanchez', 'cannabis', 'cancer', 'research', 'research', 'research']"
"['happy', 'see', 'loving', 'husband', 'care', 'beside', 'may', 'god', 'bless', 'happy', 'long', 'life']"
"['ive', 'know', 'feeling']"
"['sending', 'positive', 'vibe', 'strong']"
"['also', 'cml', 'blood', 'cancer', 'jesus', 'christ', 'great', 'prise', 'lord']"
"['chemo', 'make', 'sicker', 'slowly', 'say', 'smoking', 'wee', 'watching', 'weed']"
"['mum', 'rchop', 'doxarubicin', 'gross', 'stuff', 'also', 'know', 'mean', 'taste', 'saline', 'hope', 'well']"
"['challenging', 'time', 'appreciate', 'much', 'ogoh', 'created', 'life', 'thought', 'lost', 'thank', 'much', 'curing', 'cancer', 'disease']"
"['couple', 'triplet']"
