Text,Tokenized,Sentiment Scores
delia amazing beautiful dylan support love truly wonderful touched video really tugs heart went exact treatment years ago definitely challenging intense say least graceful admirable share experience heinous disease fellow young survivor 5 years october commend bravery strength inspiring even type tears watching small tip like share trader joe coconut aloe water gin gin ginger candies saviors 16 rounds act chemotherapy also hot epsom salt baths soothed achy bones neupogen neulasta shots sending much love light way gorgeous girl,"['delia', 'amazing', 'beautiful', 'dylan', 'support', 'love', 'truly', 'wonderful', 'touched', 'video', 'really', 'tugs', 'heart', 'went', 'exact', 'treatment', 'years', 'ago', 'definitely', 'challenging', 'intense', 'say', 'least', 'graceful', 'admirable', 'share', 'experience', 'heinous', 'disease', 'fellow', 'young', 'survivor', 'years', 'october', 'commend', 'bravery', 'strength', 'inspiring', 'even', 'type', 'tears', 'watching', 'small', 'tip', 'like', 'share', 'trader', 'joe', 'coconut', 'aloe', 'water', 'gin', 'gin', 'ginger', 'candies', 'saviors', '16', 'rounds', 'act', 'chemotherapy', 'also', 'hot', 'epsom', 'salt', 'baths', 'soothed', 'achy', 'bones', 'neupogen', 'neulasta', 'shots', 'sending', 'much', 'love', 'light', 'way', 'gorgeous', 'girl']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
beautiful inside prayers healing,"['beautiful', 'inside', 'prayers', 'healing']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
praying complete healing whit god things possible got,"['praying', 'complete', 'healing', 'whit', 'god', 'things', 'possible', 'got']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia beautiful inside sooo strong god bless,"['delia', 'beautiful', 'inside', 'sooo', 'strong', 'god', 'bless']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
best,['best'],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
thank much sharing breast cancer family 6 generations whenever doctor talks imaging mentality worried 28 mom 26 though thank reminding bc real come age watched videos continue follow journey thank sharing journey us thinking,"['thank', 'much', 'sharing', 'breast', 'cancer', 'family', 'generations', 'whenever', 'doctor', 'talks', 'imaging', 'mentality', 'worried', '28', 'mom', '26', 'though', 'thank', 'reminding', 'bc', 'real', 'come', 'age', 'watched', 'videos', 'continue', 'follow', 'journey', 'thank', 'sharing', 'journey', 'us', 'thinking']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
dear beautiful delia stay strong praying israel,"['dear', 'beautiful', 'delia', 'stay', 'strong', 'praying', 'israel']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
thank posting putting going doctors way long lot cancer symptoms reason fear hospitals talking family health stopped every time plan going see dr makes frustrated first found lump 2018 thought nothing fear could late also autism find hard talk self family ps sorry put wanted peoples thoughts get around fear getting tested going get checked tomorrow best ever video think strong,"['thank', 'posting', 'putting', 'going', 'doctors', 'way', 'long', 'lot', 'cancer', 'symptoms', 'reason', 'fear', 'hospitals', 'talking', 'family', 'health', 'stopped', 'every', 'time', 'plan', 'going', 'see', 'dr', 'makes', 'frustrated', 'first', 'found', 'lump', '2018', 'thought', 'nothing', 'fear', 'could', 'late', 'also', 'autism', 'find', 'hard', 'talk', 'self', 'family', 'ps', 'sorry', 'put', 'wanted', 'peoples', 'thoughts', 'get', 'around', 'fear', 'getting', 'tested', 'going', 'get', 'checked', 'tomorrow', 'best', 'ever', 'video', 'think', 'strong']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
words coming mind commenting leave,"['words', 'coming', 'mind', 'commenting', 'leave']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
daughter 19 diagnosed ewing sarcoma 23 still battling ewing therapy related acute myleoid leukemia covid hard everyone especially cancer patient daughter lower lung removed emergency heart surgery without visitor restrictions sending love light healing thoughts,"['daughter', '19', 'diagnosed', 'ewing', 'sarcoma', '23', 'still', 'battling', 'ewing', 'therapy', 'related', 'acute', 'myleoid', 'leukemia', 'covid', 'hard', 'everyone', 'especially', 'cancer', 'patient', 'daughter', 'lower', 'lung', 'removed', 'emergency', 'heart', 'surgery', 'without', 'visitor', 'restrictions', 'sending', 'love', 'light', 'healing', 'thoughts']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia sorry go difficult time pray husband get family guys deserve heal soon strong never give rooting,"['delia', 'sorry', 'go', 'difficult', 'time', 'pray', 'husband', 'get', 'family', 'guys', 'deserve', 'heal', 'soon', 'strong', 'never', 'give', 'rooting']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
patients tell experience terrible taste getting port flushed one recommended pushing tongue roof mouth flush happening swears asked tell patients hope trick helps sending prayers rest journey goes well,"['patients', 'tell', 'experience', 'terrible', 'taste', 'getting', 'port', 'flushed', 'one', 'recommended', 'pushing', 'tongue', 'roof', 'mouth', 'flush', 'happening', 'swears', 'asked', 'tell', 'patients', 'hope', 'trick', 'helps', 'sending', 'prayers', 'rest', 'journey', 'goes', 'well']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
thank sharing really angel sent god amazing beautiful soul strong light shines makes see blessed life every min take granted love prayers hubby,"['thank', 'sharing', 'really', 'angel', 'sent', 'god', 'amazing', 'beautiful', 'soul', 'strong', 'light', 'shines', 'makes', 'see', 'blessed', 'life', 'every', 'min', 'take', 'granted', 'love', 'prayers', 'hubby']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
pray father creator heaven earth comfort carry go valley loves everlasting love,"['pray', 'father', 'creator', 'heaven', 'earth', 'comfort', 'carry', 'go', 'valley', 'loves', 'everlasting', 'love']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
gids amazing healing power upon,"['gids', 'amazing', 'healing', 'power', 'upon']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
strong beautiful woman,"['strong', 'beautiful', 'woman']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
praying total healing restoration name jesus,"['praying', 'total', 'healing', 'restoration', 'name', 'jesus']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
amazing,['amazing'],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
amazing praying,"['amazing', 'praying']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
saline flush worst hospital major post op infection def hated saline flush huge pain rush brain many flush quick long got go slow use much surgeries later bad taste mouth awful especially flushing several times day giving different medications knock saying saline worst totally despite surgeries,"['saline', 'flush', 'worst', 'hospital', 'major', 'post', 'op', 'infection', 'def', 'hated', 'saline', 'flush', 'huge', 'pain', 'rush', 'brain', 'many', 'flush', 'quick', 'long', 'got', 'go', 'slow', 'use', 'much', 'surgeries', 'later', 'bad', 'taste', 'mouth', 'awful', 'especially', 'flushing', 'several', 'times', 'day', 'giving', 'different', 'medications', 'knock', 'saying', 'saline', 'worst', 'totally', 'despite', 'surgeries']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
sending prayers may god heal,"['sending', 'prayers', 'may', 'god', 'heal']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
thank brave sharing story know personally praying everyone fighting terrible thing call cancer lost father law colon cancer hardest thing watch especially old treatment praying knowing come winner,"['thank', 'brave', 'sharing', 'story', 'know', 'personally', 'praying', 'everyone', 'fighting', 'terrible', 'thing', 'call', 'cancer', 'lost', 'father', 'law', 'colon', 'cancer', 'hardest', 'thing', 'watch', 'especially', 'old', 'treatment', 'praying', 'knowing', 'come', 'winner']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
always keep fighting beautiful,"['always', 'keep', 'fighting', 'beautiful']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
wow beautiful woman inside strength amazing sending love prayers,"['wow', 'beautiful', 'woman', 'inside', 'strength', 'amazing', 'sending', 'love', 'prayers']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
medication wear ppe classified hazardous drugs drugs cause reproductive issues fetal defects dangerous used treatment something even dangerous work children hospital pregnant avoid often,"['medication', 'wear', 'ppe', 'classified', 'hazardous', 'drugs', 'drugs', 'cause', 'reproductive', 'issues', 'fetal', 'defects', 'dangerous', 'used', 'treatment', 'something', 'even', 'dangerous', 'work', 'children', 'hospital', 'pregnant', 'avoid', 'often']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
keep going delia cute strong,"['keep', 'going', 'delia', 'cute', 'strong']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
wünsche dir alles alles gute halte dir fest die daumen lg hilla,"['wünsche', 'dir', 'alles', 'alles', 'gute', 'halte', 'dir', 'fest', 'die', 'daumen', 'lg', 'hilla']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
oh,['oh'],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
finished chemo regime awaiting surgery thursday stay strong great,"['finished', 'chemo', 'regime', 'awaiting', 'surgery', 'thursday', 'stay', 'strong', 'great']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
god bless 2 amazing sharing help others prayers blessings,"['god', 'bless', 'amazing', 'sharing', 'help', 'others', 'prayers', 'blessings']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
hug prayers,"['hug', 'prayers']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
makes cry seeing go wish could hug,"['makes', 'cry', 'seeing', 'go', 'wish', 'could', 'hug']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
lucky still husband come infusions cancer systemic lupus get one two treatments infusion able anyone come year,"['lucky', 'still', 'husband', 'come', 'infusions', 'cancer', 'systemic', 'lupus', 'get', 'one', 'two', 'treatments', 'infusion', 'able', 'anyone', 'come', 'year']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
know covid going treatment must scary glad support time,"['know', 'covid', 'going', 'treatment', 'must', 'scary', 'glad', 'support', 'time']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
praying,['praying'],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia strong beautiful strong sincere humble person inside god give us nothing strong enough handle gives toughest battles strongest soldiers makes stronger know chapter life may seem dark rough scary etc everything life happens reason lesson blessing etc everything life temporary people always wanna question throughout seasons life questions answered try look like minor setback major comeback keep head princess let tiara tilt,"['delia', 'strong', 'beautiful', 'strong', 'sincere', 'humble', 'person', 'inside', 'god', 'give', 'us', 'nothing', 'strong', 'enough', 'handle', 'gives', 'toughest', 'battles', 'strongest', 'soldiers', 'makes', 'stronger', 'know', 'chapter', 'life', 'may', 'seem', 'dark', 'rough', 'scary', 'etc', 'everything', 'life', 'happens', 'reason', 'lesson', 'blessing', 'etc', 'everything', 'life', 'temporary', 'people', 'always', 'wanna', 'question', 'throughout', 'seasons', 'life', 'questions', 'answered', 'try', 'look', 'like', 'minor', 'setback', 'major', 'comeback', 'keep', 'head', 'princess', 'let', 'tiara', 'tilt']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
love much know god watching bless heart soul pray time delia kudos go thank much sharing,"['love', 'much', 'know', 'god', 'watching', 'bless', 'heart', 'soul', 'pray', 'time', 'delia', 'kudos', 'go', 'thank', 'much', 'sharing']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
oh delia strive spirit god bless help let tears trickle tied ribbons statement battles,"['oh', 'delia', 'strive', 'spirit', 'god', 'bless', 'help', 'let', 'tears', 'trickle', 'tied', 'ribbons', 'statement', 'battles']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
may almighty god heal dear,"['may', 'almighty', 'god', 'heal', 'dear']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
ocean deep faith stand got delia praying,"['ocean', 'deep', 'faith', 'stand', 'got', 'delia', 'praying']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
prayers coming way,"['prayers', 'coming', 'way']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
prayers family,"['prayers', 'family']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia dylan cancer cruel beast particularly cruel brave inspiring thoughts guys,"['delia', 'dylan', 'cancer', 'cruel', 'beast', 'particularly', 'cruel', 'brave', 'inspiring', 'thoughts', 'guys']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
got hang sweet lady mom fought uterine cancer 2017 2018 sending positive vibes,"['got', 'hang', 'sweet', 'lady', 'mom', 'fought', 'uterine', 'cancer', '2017', '2018', 'sending', 'positive', 'vibes']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia amazing rooting,"['delia', 'amazing', 'rooting']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
poland green color hope heart hope dear,"['poland', 'green', 'color', 'hope', 'heart', 'hope', 'dear']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
avoid things life puts path way face husband admirable never quit smile wait see like,"['avoid', 'things', 'life', 'puts', 'path', 'way', 'face', 'husband', 'admirable', 'never', 'quit', 'smile', 'wait', 'see', 'like']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
treatments alone chair room people always tired first booked early morning slept mine cause treatment 3hr one 4 part chemo abvd got girl fuckcancer,"['treatments', 'alone', 'chair', 'room', 'people', 'always', 'tired', 'first', 'booked', 'early', 'morning', 'slept', 'mine', 'cause', 'treatment', '3hr', 'one', 'part', 'chemo', 'abvd', 'got', 'girl', 'fuckcancer']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
blessings sweet delia really champion taking everything grace inspire strength sending warm hugs thoughts wishes,"['blessings', 'sweet', 'delia', 'really', 'champion', 'taking', 'everything', 'grace', 'inspire', 'strength', 'sending', 'warm', 'hugs', 'thoughts', 'wishes']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia rock star brave get sending love prayers australia,"['delia', 'rock', 'star', 'brave', 'get', 'sending', 'love', 'prayers', 'australia']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
god bless get well soon,"['god', 'bless', 'get', 'well', 'soon']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
praying deeply recovery brave strong sharing truth,"['praying', 'deeply', 'recovery', 'brave', 'strong', 'sharing', 'truth']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
lifting prayer thank sharing journey know bringing comfort people situation keep light,"['lifting', 'prayer', 'thank', 'sharing', 'journey', 'know', 'bringing', 'comfort', 'people', 'situation', 'keep', 'light']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
quick recovery sweet delia may gods healing upon jesus name amen,"['quick', 'recovery', 'sweet', 'delia', 'may', 'gods', 'healing', 'upon', 'jesus', 'name', 'amen']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
sending love xxx,"['sending', 'love', 'xxx']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia courageous beautiful brave young lady cancer scary thing three treatments seems cruel understand oh horrid wonderful dylan could go time pool area families house looked like walts breaking bad lol wishing luck world rest fight awesome xx,"['delia', 'courageous', 'beautiful', 'brave', 'young', 'lady', 'cancer', 'scary', 'thing', 'three', 'treatments', 'seems', 'cruel', 'understand', 'oh', 'horrid', 'wonderful', 'dylan', 'could', 'go', 'time', 'pool', 'area', 'families', 'house', 'looked', 'like', 'walts', 'breaking', 'bad', 'lol', 'wishing', 'luck', 'world', 'rest', 'fight', 'awesome', 'xx']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
praying delia stay strong god knows going loves much know hard also know one know hard really know god diagnosis well sometimes think anymore call upon lord help gives peace comfort god give peace,"['praying', 'delia', 'stay', 'strong', 'god', 'knows', 'going', 'loves', 'much', 'know', 'hard', 'also', 'know', 'one', 'know', 'hard', 'really', 'know', 'god', 'diagnosis', 'well', 'sometimes', 'think', 'anymore', 'call', 'upon', 'lord', 'help', 'gives', 'peace', 'comfort', 'god', 'give', 'peace']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
dylan deliachatwin delia beautiful inside warrior princess role model women inspire us courage cried videos trying stay strong dylan everytime watch pray god health sending hope love lalaland xoxo fancienanc nanc,"['dylan', 'deliachatwin', 'delia', 'beautiful', 'inside', 'warrior', 'princess', 'role', 'model', 'women', 'inspire', 'us', 'courage', 'cried', 'videos', 'trying', 'stay', 'strong', 'dylan', 'everytime', 'watch', 'pray', 'god', 'health', 'sending', 'hope', 'love', 'lalaland', 'xoxo', 'fancienanc', 'nanc']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia humbled watching journey lovely couple blessed great attitude composure stand wish continued healing full return health prayers never lose heart believe strength character complete always remember got much love x,"['delia', 'humbled', 'watching', 'journey', 'lovely', 'couple', 'blessed', 'great', 'attitude', 'composure', 'stand', 'wish', 'continued', 'healing', 'full', 'return', 'health', 'prayers', 'never', 'lose', 'heart', 'believe', 'strength', 'character', 'complete', 'always', 'remember', 'got', 'much', 'love']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
dear dalia last year sister died breast cancer watch videos see sister remember happy memories dalia god know god watching love guys,"['dear', 'dalia', 'last', 'year', 'sister', 'died', 'breast', 'cancer', 'watch', 'videos', 'see', 'sister', 'remember', 'happy', 'memories', 'dalia', 'god', 'know', 'god', 'watching', 'love', 'guys']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
sores mouth mouth wash called biotene works well,"['sores', 'mouth', 'mouth', 'wash', 'called', 'biotene', 'works', 'well']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
best germany,"['best', 'germany']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
look good mire positive vibes world saying prayers every day going 6 month mamo tomorrow love beautiful,"['look', 'good', 'mire', 'positive', 'vibes', 'world', 'saying', 'prayers', 'every', 'day', 'going', 'month', 'mamo', 'tomorrow', 'love', 'beautiful']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
warrior special beauty handsome support sys god bless,"['warrior', 'special', 'beauty', 'handsome', 'support', 'sys', 'god', 'bless']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
strongs south africa,"['strongs', 'south', 'africa']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
omg cannnot say enough prayers feel strength sent australia,"['omg', 'cannnot', 'say', 'enough', 'prayers', 'feel', 'strength', 'sent', 'australia']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
mouthwash help sores mouth,"['mouthwash', 'help', 'sores', 'mouth']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
prayers plus babies future strong courageous gal bless beautiful heart health family,"['prayers', 'plus', 'babies', 'future', 'strong', 'courageous', 'gal', 'bless', 'beautiful', 'heart', 'health', 'family']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
chemo also gave neupogen shots take home helped much pray well chemo god bless family,"['chemo', 'also', 'gave', 'neupogen', 'shots', 'take', 'home', 'helped', 'much', 'pray', 'well', 'chemo', 'god', 'bless', 'family']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
beautiful xoxo,"['beautiful', 'xoxo']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
brave best rest journey praying speedy recovery,"['brave', 'best', 'rest', 'journey', 'praying', 'speedy', 'recovery']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
one women another inspired strength sending hugs prayers healthy recovery pass blessed beautiful family,"['one', 'women', 'another', 'inspired', 'strength', 'sending', 'hugs', 'prayers', 'healthy', 'recovery', 'pass', 'blessed', 'beautiful', 'family']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
got girl stay strong incredible,"['got', 'girl', 'stay', 'strong', 'incredible']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
strong inspiring keeping prayers fighter survivor,"['strong', 'inspiring', 'keeping', 'prayers', 'fighter', 'survivor']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
seeing everything brings back memories sorry go thru twin went thru cancer together week started treatment different chemos sister dealing treatment though different since really cause real issues like regular chemo lot different shots every day 5 months say felt great whole time everyone waiting chemo never felt sick ever,"['seeing', 'everything', 'brings', 'back', 'memories', 'sorry', 'go', 'thru', 'twin', 'went', 'thru', 'cancer', 'together', 'week', 'started', 'treatment', 'different', 'chemos', 'sister', 'dealing', 'treatment', 'though', 'different', 'since', 'really', 'cause', 'real', 'issues', 'like', 'regular', 'chemo', 'lot', 'different', 'shots', 'every', 'day', 'months', 'say', 'felt', 'great', 'whole', 'time', 'everyone', 'waiting', 'chemo', 'never', 'felt', 'sick', 'ever']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
god admire way handling situation hope pray win battle know meantime keep positive optimistic importantly keep faith god stronger ever savior father loves us god bless love guatemala,"['god', 'admire', 'way', 'handling', 'situation', 'hope', 'pray', 'win', 'battle', 'know', 'meantime', 'keep', 'positive', 'optimistic', 'importantly', 'keep', 'faith', 'god', 'stronger', 'ever', 'savior', 'father', 'loves', 'us', 'god', 'bless', 'love', 'guatemala']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
god bless delia sooooo strong send way positive vibes incredible human kick cancer ass,"['god', 'bless', 'delia', 'sooooo', 'strong', 'send', 'way', 'positive', 'vibes', 'incredible', 'human', 'kick', 'cancer', 'ass']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
ti auguro una veloce guarigione,"['ti', 'auguro', 'una', 'veloce', 'guarigione']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
glad posted video thinking praying good see great spirit though situation rough got way love shorter hair fun yay halfway mark go sister,"['glad', 'posted', 'video', 'thinking', 'praying', 'good', 'see', 'great', 'spirit', 'though', 'situation', 'rough', 'got', 'way', 'love', 'shorter', 'hair', 'fun', 'yay', 'halfway', 'mark', 'go', 'sister']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
continued prayers painful journey delia strong beautiful woman doubt mind beat beast thank update much love north dakota,"['continued', 'prayers', 'painful', 'journey', 'delia', 'strong', 'beautiful', 'woman', 'doubt', 'mind', 'beat', 'beast', 'thank', 'update', 'much', 'love', 'north', 'dakota']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
sending love healing beautiful gift sharing,"['sending', 'love', 'healing', 'beautiful', 'gift', 'sharing']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
worked cancer sick think lymphoma gave glimpse hope beautiful couple praying health healing rockstar,"['worked', 'cancer', 'sick', 'think', 'lymphoma', 'gave', 'glimpse', 'hope', 'beautiful', 'couple', 'praying', 'health', 'healing', 'rockstar']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
always keeping thoughts prayers incredible forget know many people proud far gotten far go,"['always', 'keeping', 'thoughts', 'prayers', 'incredible', 'forget', 'know', 'many', 'people', 'proud', 'far', 'gotten', 'far', 'go']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
love sorry god bring cancer 2020 underwent chemotherapy radiation month marks year chemotherapy god healer trust,"['love', 'sorry', 'god', 'bring', 'cancer', '2020', 'underwent', 'chemotherapy', 'radiation', 'month', 'marks', 'year', 'chemotherapy', 'god', 'healer', 'trust']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
praying believing well healthy delia,"['praying', 'believing', 'well', 'healthy', 'delia']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
sending love hope sweetie,"['sending', 'love', 'hope', 'sweetie']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
amazing stay strong god bless,"['amazing', 'stay', 'strong', 'god', 'bless']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia amazing inspiration dylan great example supporting loving unconditionally,"['delia', 'amazing', 'inspiration', 'dylan', 'great', 'example', 'supporting', 'loving', 'unconditionally']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
happy dylan gets go treatments strong delia praying,"['happy', 'dylan', 'gets', 'go', 'treatments', 'strong', 'delia', 'praying']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia strong know fight cancer keep fighting stop almost keep prayers,"['delia', 'strong', 'know', 'fight', 'cancer', 'keep', 'fighting', 'stop', 'almost', 'keep', 'prayers']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
brave brave brave girl beautiful literally see sweet pure soul sending love healing angel,"['brave', 'brave', 'brave', 'girl', 'beautiful', 'literally', 'see', 'sweet', 'pure', 'soul', 'sending', 'love', 'healing', 'angel']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
strong lady prayers wish speed recovery wish good health wellbieng,"['strong', 'lady', 'prayers', 'wish', 'speed', 'recovery', 'wish', 'good', 'health', 'wellbieng']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
bless heart sweet delia fortunately know first hand going strong appointments alone sending prayers,"['bless', 'heart', 'sweet', 'delia', 'fortunately', 'know', 'first', 'hand', 'going', 'strong', 'appointments', 'alone', 'sending', 'prayers']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
god bless guys,"['god', 'bless', 'guys']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
great,['great'],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
similar infusions fortnightly years chronic autoimmune diseases,"['similar', 'infusions', 'fortnightly', 'years', 'chronic', 'autoimmune', 'diseases']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
amazing beautiful thank sharing journey,"['amazing', 'beautiful', 'thank', 'sharing', 'journey']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
